Character	Role	Event	Context
Fitzwilliam Darcy	agent	acknowledged	Mr. Darcy often acknowledged himself to be under the greatest obligations to my father ’s active superintendence ; and when , immediately before my father ’s death , Mr. Darcy gave him a voluntary promise of providing for me , I am convinced that he felt it to be as much a debt of gratitude to _ him _ as of affection to myself . 
Fitzwilliam Darcy	agent	convinced	Mr. Darcy often acknowledged himself to be under the greatest obligations to my father ’s active superintendence ; and when , immediately before my father ’s death , Mr. Darcy gave him a voluntary promise of providing for me , I am convinced that he felt it to be as much a debt of gratitude to _ him _ as of affection to myself . 
Fitzwilliam Darcy	agent	gave	Mr. Darcy often acknowledged himself to be under the greatest obligations to my father ’s active superintendence ; and when , immediately before my father ’s death , Mr. Darcy gave him a voluntary promise of providing for me , I am convinced that he felt it to be as much a debt of gratitude to _ him _ as of affection to myself . 
Fitzwilliam Darcy	agent	felt	Mr. Darcy often acknowledged himself to be under the greatest obligations to my father ’s active superintendence ; and when , immediately before my father ’s death , Mr. Darcy gave him a voluntary promise of providing for me , I am convinced that he felt it to be as much a debt of gratitude to _ him _ as of affection to myself . 
Fitzwilliam Darcy	agent	has	He has also _ brotherly _ pride , which , with _ some _ brotherly affection , makes him a very kind and careful guardian of his sister ; and you will hear him generally cried up as the most attentive and best of brothers . 
Fitzwilliam Darcy	agent	hear	He has also _ brotherly _ pride , which , with _ some _ brotherly affection , makes him a very kind and careful guardian of his sister ; and you will hear him generally cried up as the most attentive and best of brothers . 
Fitzwilliam Darcy	agent	cried	He has also _ brotherly _ pride , which , with _ some _ brotherly affection , makes him a very kind and careful guardian of his sister ; and you will hear him generally cried up as the most attentive and best of brothers . 
Fitzwilliam Darcy	agent	please	“ Probably not ; but Mr. Darcy can please where he chooses . 
Fitzwilliam Darcy	agent	chooses	“ Probably not ; but Mr. Darcy can please where he chooses . 
Fitzwilliam Darcy	agent	thinks	He can be a conversible companion if he thinks it worth his while . 
Fitzwilliam Darcy	agent	endured	The possibility of his having really endured such unkindness was enough to interest all her tender feelings ; and nothing therefore remained to be done but to think well of them both , to defend the conduct of each , and throw into the account of accident or mistake 
Fitzwilliam Darcy	agent	contradict	If it be not so , let Mr. Darcy contradict it . 
Fitzwilliam Darcy	agent	addressed	When those dances were over , she returned to Charlotte Lucas , and was in conversation with her , when she found herself suddenly addressed by Mr. Darcy , who took her so much by surprise in his application for her hand , that , without knowing what she did , she accepted him . 
Fitzwilliam Darcy	agent	walked	He walked away again immediately , and she was left to fret over her own want of presence of mind 
Fitzwilliam Darcy	agent	left	He walked away again immediately , and she was left to fret over her own want of presence of mind 
Fitzwilliam Darcy	agent	find	“ I dare say you will find him very agreeable . ” “ Heaven forbid ! 
Fitzwilliam Darcy	agent	approached	When the dancing recommenced , however , and Darcy approached to claim her hand , Charlotte could not help cautioning her , in a whisper , not to be a simpleton , and allow her fancy for Wickham to make her appear unpleasant in the eyes of a man often times his consequence . 
Fitzwilliam Darcy	agent	replied	He replied , and was again silent . 
Fitzwilliam Darcy	agent	smiled	He smiled , and assured her that whatever she wished him to say should be said . “ Very well ; that reply will do for the present . 
Fitzwilliam Darcy	agent	assured	He smiled , and assured her that whatever she wished him to say should be said . “ Very well ; that reply will do for the present . 
Fitzwilliam Darcy	agent	say	He smiled , and assured her that whatever she wished him to say should be said . “ Very well ; that reply will do for the present . 
Fitzwilliam Darcy	agent	talk	“ Do you talk by rule , then , while you are dancing ? ” “ Sometimes . 
Fitzwilliam Darcy	agent	dancing	“ Do you talk by rule , then , while you are dancing ? ” “ Sometimes . 
Fitzwilliam Darcy	agent	know	One must speak a little , you know . 
Fitzwilliam Darcy	agent	consulting	“ Are you consulting your own feelings in the present case , or do you imagine that you are gratifying mine ? ” 
Fitzwilliam Darcy	agent	imagine	“ Are you consulting your own feelings in the present case , or do you imagine that you are gratifying mine ? ” 
Fitzwilliam Darcy	agent	gratifying	“ Are you consulting your own feelings in the present case , or do you imagine that you are gratifying mine ? ” 
Fitzwilliam Darcy	agent	spoke	At length Darcy spoke , and in a constrained manner said,-- “ Mr. Wickham is blessed with such happy manners as may insure his _ making _ friends ; whether he may be equally capable of _ retaining _ them , is less certain . ” 
Fitzwilliam Darcy	agent	made	Darcy made no answer , and seemed desirous of changing the subject . 
Fitzwilliam Darcy	agent	seemed	Darcy made no answer , and seemed desirous of changing the subject . 
Fitzwilliam Darcy	agent	belong	It is evident that you belong to the first circles . 
Fitzwilliam Darcy	agent	thank	You will not thank me for detaining you from the bewitching converse of that young lady , whose bright eyes are also upbraiding me . ” [ Illustration : “ Such very superior dancing is not often seen . ” [ _ Copyright 1894 by George Allen . _ ] 
Fitzwilliam Darcy	agent	heard	The latter part of this address was scarcely heard by Darcy ; but Sir William ’s allusion to his friend seemed to strike him forcibly , and his eyes were directed , with a very serious expression , towards Bingley and Jane , who were dancing together . 
Fitzwilliam Darcy	agent	using	Let me recommend you , however , as a friend , not to give implicit confidence to all his assertions ; for , as to Mr. Darcy ’s using him ill , it is perfectly false : for , on the contrary , he has been always remarkably kind to him , though George Wickham has treated Mr. Darcy in a most infamous manner . 
Fitzwilliam Darcy	agent	bear	I do not know the particulars , but I know very well that Mr. Darcy is not in the least to blame ; that he can not bear to hear George Wickham mentioned ; and that though my brother thought he could not well avoid including him in his invitation to the officers , he was excessively glad to find that he had taken himself out of the way . His coming into the country at all is a most insolent thing , indeed , and I wonder how he could presume to do it . 
Fitzwilliam Darcy	agent	taken	I do not know the particulars , but I know very well that Mr. Darcy is not in the least to blame ; that he can not bear to hear George Wickham mentioned ; and that though my brother thought he could not well avoid including him in his invitation to the officers , he was excessively glad to find that he had taken himself out of the way . His coming into the country at all is a most insolent thing , indeed , and I wonder how he could presume to do it . 
Fitzwilliam Darcy	agent	presume	I do not know the particulars , but I know very well that Mr. Darcy is not in the least to blame ; that he can not bear to hear George Wickham mentioned ; and that though my brother thought he could not well avoid including him in his invitation to the officers , he was excessively glad to find that he had taken himself out of the way . His coming into the country at all is a most insolent thing , indeed , and I wonder how he could presume to do it . 
Fitzwilliam Darcy	agent	informed	; “ for I have heard you accuse him of nothing worse than of being the son of Mr. Darcy ’s steward , and of _ that _ , I can assure you , he informed me himself . 
Fitzwilliam Darcy	agent	excuse	“ I have not a doubt of Mr. Bingley ’s sincerity , ” said Elizabeth warmly , “ but you must excuse my not being convinced by assurances only . 
Fitzwilliam Darcy	agent	consider	Elizabeth tried hard to dissuade him from such a scheme ; assuring him that Mr. Darcy would consider his addressing him without introduction as an impertinent freedom , rather than a compliment to his aunt ; that it was not in the least necessary there should be any notice on either side , and that if it were , it must belong to Mr. Darcy , the superior in consequence , to begin the acquaintance . 
