Character	Role	Event	Context
Sir Thomas Bertram	agent	find	He was gone before anything had been said to prepare him for the change he must find there ; and a pause of alarm followed his disappearance . 
Sir Thomas Bertram	agent	cried	Fanny told of their departure , and delivered their message . “ Then poor Yates is all alone , ” cried Tom . 
Sir Thomas Bertram	agent	go	“ I will go and fetch him . 
Sir Thomas Bertram	agent	fetch	“ I will go and fetch him . 
Sir Thomas Bertram	agent	went	He will be no bad assistant when it all comes out . ” To the theatre he went , and reached it just in time to witness the 
Sir Thomas Bertram	agent	reached	He will be no bad assistant when it all comes out . ” To the theatre he went , and reached it just in time to witness the 
Sir Thomas Bertram	agent	had	struck him especially , but he had scarcely more than time to feel astonished at all this , before there were sounds from the billiard - room to astonish him still farther . 
Sir Thomas Bertram	agent	know	Some one was talking there in a very loud accent ; he did not know the voice — more than talking — almost hallooing . 
Sir Thomas Bertram	agent	stepped	He stepped to the door , rejoicing at that moment in having the means of immediate communication , and , opening it , found himself on the stage of a theatre , and opposed to a ranting young man , who appeared likely to knock him down backwards . 
Sir Thomas Bertram	agent	entered	At the very moment of Yates perceiving Sir Thomas , and giving perhaps the very best start he had ever given in the whole course of his rehearsals , Tom Bertram entered at the other end of the room ; and never had he found greater difficulty in keeping his countenance . 
Sir Thomas Bertram	agent	found	At the very moment of Yates perceiving Sir Thomas , and giving perhaps the very best start he had ever given in the whole course of his rehearsals , Tom Bertram entered at the other end of the room ; and never had he found greater difficulty in keeping his countenance . 
Sir Thomas Bertram	agent	found	At the very moment of Yates perceiving Sir Thomas , and giving perhaps the very best start he had ever given in the whole course of his rehearsals , Tom Bertram entered at the other end of the room ; and never had he found greater difficulty in keeping his countenance . 
Sir Thomas Bertram	agent	lost	His father ’s looks of solemnity and amazement on this his first appearance on any stage , and the gradual metamorphosis of the impassioned Baron Wildenheim into the well - bred and easy Mr. Yates , making his bow and apology to Sir Thomas Bertram , was such an exhibition , such a piece of true acting , as he would not have lost upon any account . 
Sir Thomas Bertram	agent	step	It was necessary for him to step forward , too , and assist the introduction , and with many awkward sensations he did his best . 
Sir Thomas Bertram	agent	assist	It was necessary for him to step forward , too , and assist the introduction , and with many awkward sensations he did his best . 
Sir Thomas Bertram	agent	did	It was necessary for him to step forward , too , and assist the introduction , and with many awkward sensations he did his best . 
Sir Thomas Bertram	agent	received	Sir Thomas received Mr. Yates with all the appearance of cordiality which was due to his own character , but was really as far from pleased with the necessity of the acquaintance as with the manner of its commencement . 
Sir Thomas Bertram	agent	felt	Mr. Yates ’s family and connexions were sufficiently known to him to render his introduction as the “ particular friend , ” another of the hundred particular friends of his son , exceedingly unwelcome ; and it needed all the felicity of being again at home , and all the forbearance it could supply , to save Sir Thomas from anger on finding himself thus bewildered in his own house , making part of a ridiculous exhibition in the midst of theatrical nonsense , and forced in so untoward a moment to admit the acquaintance of a young man whom he felt sure of disapproving , and whose easy indifference and volubility in the course of the first five minutes seemed to mark him the most at home of the two . 
Sir Thomas Bertram	agent	understood	Tom understood his father ’s thoughts , and heartily wishing he might be always as well disposed to give them but partial expression , began to see , more clearly than he had ever done before , that there might be some ground of offence , that there might be some reason for the glance his father gave towards the ceiling and stucco of the room ; and that when he inquired with mild gravity after the fate of the billiard - table , he was not proceeding beyond a very allowable curiosity . 
Sir Thomas Bertram	agent	wishing	Tom understood his father ’s thoughts , and heartily wishing he might be always as well disposed to give them but partial expression , began to see , more clearly than he had ever done before , that there might be some ground of offence , that there might be some reason for the glance his father gave towards the ceiling and stucco of the room ; and that when he inquired with mild gravity after the fate of the billiard - table , he was not proceeding beyond a very allowable curiosity . 
Sir Thomas Bertram	agent	done	Tom understood his father ’s thoughts , and heartily wishing he might be always as well disposed to give them but partial expression , began to see , more clearly than he had ever done before , that there might be some ground of offence , that there might be some reason for the glance his father gave towards the ceiling and stucco of the room ; and that when he inquired with mild gravity after the fate of the billiard - table , he was not proceeding beyond a very allowable curiosity . 
