Character	Role	Event	Context
Henry Tilney	patient	face	I really could not face my acquaintance if I stayed away now ; for , as I am known to be in the country , it would be taken exceedingly amiss ; and it is a rule with me , Miss Morland , never to give offence to any of my neighbours , if a small sacrifice of time and attention can prevent it . 
Henry Tilney	patient	known	I really could not face my acquaintance if I stayed away now ; for , as I am known to be in the country , it would be taken exceedingly amiss ; and it is a rule with me , Miss Morland , never to give offence to any of my neighbours , if a small sacrifice of time and attention can prevent it . 
Henry Tilney	patient	come	A ball itself could not have been more welcome to Catherine than this little excursion , so strong was her desire to be acquainted with Woodston ; and her heart was still bounding with joy when Henry , about an hour afterwards , came booted and greatcoated into the room where she and Eleanor were sitting , and said , “ I am come , young ladies , in a very moralizing strain , to observe that our pleasures in this world are always to be paid for , and that we often purchase them at a great disadvantage , giving ready - monied actual happiness for a draft on the future , that may not be honoured . Witness myself , at this present hour . 
Henry Tilney	patient	Witness	A ball itself could not have been more welcome to Catherine than this little excursion , so strong was her desire to be acquainted with Woodston ; and her heart was still bounding with joy when Henry , about an hour afterwards , came booted and greatcoated into the room where she and Eleanor were sitting , and said , “ I am come , young ladies , in a very moralizing strain , to observe that our pleasures in this world are always to be paid for , and that we often purchase them at a great disadvantage , giving ready - monied actual happiness for a draft on the future , that may not be honoured . Witness myself , at this present hour . 
Henry Tilney	patient	obliging	Henry was not able to obey his father ’s injunction of remaining wholly at Northanger in attendance on the ladies , during his absence in London , the engagements of his curate at Woodston obliging him to leave them on Saturday for a couple of nights . 
Henry Tilney	patient	bid	Henry at a distance — not able even to bid him farewell . 
Henry Tilney	patient	obliged	The manner in which it was done so grossly uncivil , hurrying her away without any reference to her own convenience , or allowing her even the appearance of choice as to the time or mode of her travelling ; of two days , the earliest fixed on , and of that almost the earliest hour , as if resolved to have her gone before he was stirring in the morning , that he might not be obliged even to see her . 
Henry Tilney	patient	offend	By some means or other she must have had the misfortune to offend him . 
Henry Tilney	patient	viewed	If aware of her having viewed him as a murderer , she could not wonder at his even turning her from his house . 
Henry Tilney	patient	forget	She could never forget Henry Tilney , or think of him with less tenderness than she did at that moment ; but he might forget her ; and in that case , to meet — ! 
Henry Tilney	patient	paying	And on developing , from amidst all her perplexity of words in reply , the meaning , which one short syllable would have given , immediately expressed his intention of paying his respects to them , and , with a rising colour , asked her if she would have the goodness to show him the way . 
Henry Tilney	patient	accompanying	“ You may see the house from this window , sir , ” was information on Sarah ’s side , which produced only a bow of acknowledgment from the gentleman , and a silencing nod from her mother ; for Mrs. Morland , thinking it probable , as a secondary consideration in his wish of waiting on their worthy neighbours , that he might have some explanation to give of his father ’s behaviour , which it must be more pleasant for him to communicate only to Catherine , would not on any account prevent her accompanying him . 
Henry Tilney	patient	explain	Some explanation on his father ’s account he had to give ; but his first purpose was to explain himself , and before they reached 
